GalleryID;id;rowid;UploadDate;NamePic;DownloadURL;CountComments;CountRatingOneStar;CountRatingFiveStars;CumulatedRatingFiveStars;AvarageRating;Active;Informed;Name;E-Mail;Name;"Comment dsfaskd"
1;200;200;"11.25.2017 11:54";94contest_199397651;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/94contest_199397651.jpg;3;2;5;15;3;1;0;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut l";contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;199;199;"11.25.2017 11:54";6contest_144841885-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest_144841885-Large-1.jpg;0;1;2;8;4;1;0;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut l";contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;198;198;"11.25.2017 11:54";6contest-gallery_242814976-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest-gallery_242814976-Large-1.jpg;0;4;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;197;197;"11.25.2017 11:54";7contest_173985326-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/7contest_173985326-Large.jpg;1;4;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;196;196;"11.25.2017 11:54";81contest-galery_143952349-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/81contest-galery_143952349-Large.jpg;0;2;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;195;195;"11.25.2017 11:54";83contest_98929133-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/83contest_98929133-Large.jpg;0;3;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;194;194;"11.25.2017 11:54";82contest-gallery_135108569;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/82contest-gallery_135108569.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;193;193;"11.25.2017 11:54";32contest_235051288-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/32contest_235051288-Large-2.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;192;192;"11.25.2017 11:54";32contestk_191468507-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/32contestk_191468507-Large-2.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;191;191;"11.25.2017 11:54";33_200848433;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/33_200848433-1.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;190;190;"11.25.2017 11:54";14contest-gallery_207372262;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/14contest-gallery_207372262.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;189;189;"11.25.2017 11:54";15contest_228084382-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/15contest_228084382-Large.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;188;188;"11.25.2017 11:54";16contest_108915350-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/16contest_108915350-Large-1.jpg;0;2;0;0;;1;0;;contest.gallery.com+1@gmail.com;;"Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet. Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet."
1;187;187;"11.25.2017 11:54";17contest_117711142-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/17contest_117711142-Large.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;186;186;"11.25.2017 11:54";6contest_144841885-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest_144841885-Large-2.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;185;185;"11.25.2017 11:54";6contest-gallery_242814976-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest-gallery_242814976-Large-2.jpg;0;2;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;184;184;"11.25.2017 11:54";7contest_173985326-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/7contest_173985326-Large-1.jpg;0;2;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;183;183;"11.25.2017 11:54";6contest_144841885-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest_144841885-Large-3.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;182;182;"11.25.2017 11:54";6contest-gallery_242814976-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest-gallery_242814976-Large-3.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;181;181;"11.25.2017 11:54";36contest-gallery_53949583;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/36contest-gallery_53949583.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;180;180;"11.25.2017 11:54";6contest_144841885-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest_144841885-Large-4.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;179;179;"11.25.2017 11:54";7contest_173985326-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/7contest_173985326-Large-3.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;178;178;"11.25.2017 11:53";6contest-gallery_242814976-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest-gallery_242814976-Large-4.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;177;177;"11.25.2017 11:53";7contest-gallery_243871861-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/7contest-gallery_243871861-Large-1.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;176;176;"11.25.2017 11:53";8contest-galery_74170612-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/8contest-galery_74170612-Large-1.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;175;175;"11.25.2017 11:53";6contest_144841885-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest_144841885-Large-5.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;174;174;"11.25.2017 11:53";6contest-gallery_242814976-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/6contest-gallery_242814976-Large-5.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;173;173;"11.25.2017 11:53";42contest_171114146;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/42contest_171114146.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;172;172;"11.25.2017 11:53";42contest_182143229-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/42contest_182143229-Large.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
1;171;171;"11.25.2017 11:53";43contest_234362962-large;http://192.168.178.27/test-cg-1/wp-content/uploads/2016/12/43contest_234362962-Large.jpg;0;;0;0;;1;0;;contest.gallery.com+1@gmail.com;;
